plagiated_file,abstract_result,intro_result,conclusion_result
PMC29046.xml,"{'support': 0.4166666666666667, 'confidence': 0.9218090176582336}","{'support': 0.28, 'confidence': 0.7617424300738743}","{'support': 0.4444444444444444, 'confidence': 0.9553086906671524}"
PMC29048.xml,"{'support': 0.42857142857142855, 'confidence': 0.8084672689437866}","{'support': 0.8, 'confidence': 0.7384093403816223}","{'support': 0.5, 'confidence': 0.8521419763565063}"
PMC29057.xml,"{'support': 0, 'confidence': 0}","{'support': 0, 'confidence': 0}","{'support': 0.25, 'confidence': 0.9557422399520874}"
PMC29058.xml,"{'support': 1.0, 'confidence': 0.734267512957255}","{'support': 0.2777777777777778, 'confidence': 0.8193835258483887}","{'support': 0.6666666666666666, 'confidence': 0.6447781026363373}"
PMC29059.xml,"{'support': 0, 'confidence': 0}","{'support': 0.2, 'confidence': 0.8710590153932571}","{'support': 0, 'confidence': 0}"
PMC29061.xml,"{'support': 0, 'confidence': 0}","{'support': 0.3333333333333333, 'confidence': 0.6984599729379019}","{'support': 0.25, 'confidence': 0.9971292614936829}"
PMC29062.xml,"{'support': 0, 'confidence': 0}","{'support': 0, 'confidence': 0}","{'support': 0, 'confidence': 0}"
PMC29063.xml,"{'support': 0, 'confidence': 0}","{'support': 0.4482758620689655, 'confidence': 0.7125111130567697}","{'support': 1.0, 'confidence': 0.7158848643302917}"
PMC29065.xml,"{'support': 0.5, 'confidence': 0.8751490116119385}","{'support': 0.11764705882352941, 'confidence': 0.9105566740036011}","{'support': 0.25, 'confidence': 0.8502945303916931}"
PMC29066.xml,"{'support': 1.0, 'confidence': 0.6288402080535889}","{'support': 0.4666666666666667, 'confidence': 0.9094796861921038}","{'support': 0.4, 'confidence': 0.9710783064365387}"
PMC29067.xml,"{'support': 0, 'confidence': 0}","{'support': 0, 'confidence': 0}","{'support': 0.2, 'confidence': 0.7498576045036316}"
PMC29068.xml,"{'support': 0.5, 'confidence': 0.7565257549285889}","{'support': 0.3333333333333333, 'confidence': 0.8325290679931641}","{'support': 1.0, 'confidence': 0.647978276014328}"
PMC29073.xml,"{'support': 0, 'confidence': 0}","{'support': 0.2608695652173913, 'confidence': 0.8250139653682709}","{'support': 0, 'confidence': 0}"
PMC29077.xml,"{'support': 0, 'confidence': 0}","{'support': 0, 'confidence': 0}","{'support': 0, 'confidence': 0}"
PMC29079.xml,"{'support': 1.0, 'confidence': 0.8544132709503174}","{'support': 0.14285714285714285, 'confidence': 0.6359659433364868}","{'support': 0, 'confidence': 0}"
PMC29080.xml,"{'support': 0, 'confidence': 0}","{'support': 0.11764705882352941, 'confidence': 0.8183582127094269}","{'support': 0, 'confidence': 0}"
PMC29081.xml,"{'support': 0.5, 'confidence': 0.9166384935379028}","{'support': 0.48717948717948717, 'confidence': 0.8669163961159555}","{'support': 1.0, 'confidence': 0.8248705416917801}"
PMC29083.xml,"{'support': 0.3333333333333333, 'confidence': 0.9064609408378601}","{'support': 0.2222222222222222, 'confidence': 0.7042232155799866}","{'support': 1.0, 'confidence': 0.8129525184631348}"
PMC29085.xml,"{'support': 0, 'confidence': 0}","{'support': 0.5, 'confidence': 0.7286554872989655}","{'support': 0, 'confidence': 0}"
PMC29086.xml,"{'support': 0.5, 'confidence': 0.9393344521522522}","{'support': 0.2222222222222222, 'confidence': 0.7353432327508926}","{'support': 0, 'confidence': 0}"
PMC29087.xml,"{'support': 0.5, 'confidence': 0.6257005333900452}","{'support': 0.23976608187134502, 'confidence': 0.7829252583224598}","{'support': 0.4444444444444444, 'confidence': 0.8220334053039551}"
PMC29088.xml,"{'support': 0, 'confidence': 0}","{'support': 0.125, 'confidence': 0.6663157045841217}","{'support': 0, 'confidence': 0}"
PMC29089.xml,"{'support': 0, 'confidence': 0}","{'support': 0.07142857142857142, 'confidence': 0.8435435891151428}","{'support': 0.3333333333333333, 'confidence': 0.5529841184616089}"
PMC29092.xml,"{'support': 0, 'confidence': 0}","{'support': 0.14285714285714285, 'confidence': 0.7939295371373495}","{'support': 0, 'confidence': 0}"
PMC29094.xml,"{'support': 0, 'confidence': 0}","{'support': 0.5714285714285714, 'confidence': 0.810435876250267}","{'support': 0.4, 'confidence': 0.8096608817577362}"
PMC29096.xml,"{'support': 0, 'confidence': 0}","{'support': 0.6, 'confidence': 0.8894483943780264}","{'support': 0, 'confidence': 0}"
PMC29097.xml,"{'support': 0.5, 'confidence': 0.6639528870582581}","{'support': 0.07692307692307693, 'confidence': 0.5704655647277832}","{'support': 0, 'confidence': 0}"
PMC29098.xml,"{'support': 0.6666666666666666, 'confidence': 0.997079074382782}","{'support': 0.6666666666666666, 'confidence': 0.81846551100413}","{'support': 0.4, 'confidence': 0.9357728362083435}"
PMC29101.xml,"{'support': 0, 'confidence': 0}","{'support': 0.13043478260869565, 'confidence': 0.7559548417727152}","{'support': 0, 'confidence': 0}"
PMC30704.xml,"{'support': 0.45454545454545453, 'confidence': 0.7617083072662354}","{'support': 0.2823529411764706, 'confidence': 0.8148533379038175}","{'support': 0.5, 'confidence': 0.7915270924568176}"
PMC30706.xml,"{'support': 0, 'confidence': 0}","{'support': 0.3333333333333333, 'confidence': 0.867987871170044}","{'support': 0.5, 'confidence': 0.7981076240539551}"
PMC30707.xml,"{'support': 0.6666666666666666, 'confidence': 0.7199951410293579}","{'support': 0.23333333333333334, 'confidence': 0.8174570032528469}","{'support': 0.42857142857142855, 'confidence': 0.8334329393174913}"
PMC30708.xml,"{'support': 1.0, 'confidence': 0.9297120571136475}","{'support': 0.2631578947368421, 'confidence': 0.6465549945831299}","{'support': 0.625, 'confidence': 0.7901384711265564}"
PMC30711.xml,"{'support': 0.4, 'confidence': 0.7342236936092377}","{'support': 0.35714285714285715, 'confidence': 0.7644881963729858}","{'support': 0.5, 'confidence': 0.7136157155036926}"
PMC30712.xml,"{'support': 0, 'confidence': 0}","{'support': 0, 'confidence': 0}","{'support': 0, 'confidence': 0}"
PMC30714.xml,"{'support': 0, 'confidence': 0}","{'support': 0.08333333333333333, 'confidence': 0.8259769678115845}","{'support': 0, 'confidence': 0}"
PMC30715.xml,"{'support': 0, 'confidence': 0}","{'support': 0.4444444444444444, 'confidence': 0.8544067442417145}","{'support': 0, 'confidence': 0}"
PMC31330.xml,"{'support': 0.5, 'confidence': 0.6749303340911865}","{'support': 0.42857142857142855, 'confidence': 0.7413576046625773}","{'support': 0.3333333333333333, 'confidence': 0.6083540320396423}"
PMC31332.xml,"{'support': 0, 'confidence': 0}","{'support': 0.12, 'confidence': 0.784633457660675}","{'support': 0.15384615384615385, 'confidence': 0.7611768245697021}"
PMC31333.xml,"{'support': 0, 'confidence': 0}","{'support': 0.25, 'confidence': 0.8117040514945983}","{'support': 0.5714285714285714, 'confidence': 0.6882986128330231}"
PMC31334.xml,"{'support': 0, 'confidence': 0}","{'support': 0.16666666666666666, 'confidence': 0.7013394435246786}","{'support': 0.1111111111111111, 'confidence': 0.6890565156936646}"
PMC31335.xml,"{'support': 0, 'confidence': 0}","{'support': 0.47368421052631576, 'confidence': 0.7771275440851847}","{'support': 0, 'confidence': 0}"
PMC31336.xml,"{'support': 0, 'confidence': 0}","{'support': 0.34782608695652173, 'confidence': 0.8128804005682468}","{'support': 0, 'confidence': 0}"
PMC31337.xml,"{'support': 0, 'confidence': 0}","{'support': 0.046511627906976744, 'confidence': 0.6786607801914215}","{'support': 0.1111111111111111, 'confidence': 0.8420829176902771}"
PMC31338.xml,"{'support': 0.5, 'confidence': 0.5102106332778931}","{'support': 0.3076923076923077, 'confidence': 0.7971178889274597}","{'support': 0, 'confidence': 0}"
PMC31339.xml,"{'support': 0, 'confidence': 0}","{'support': 0.2777777777777778, 'confidence': 0.8095975875854492}","{'support': 0, 'confidence': 0}"
PMC31341.xml,"{'support': 0, 'confidence': 0}","{'support': 0, 'confidence': 0}","{'support': 0, 'confidence': 0}"
PMC31342.xml,"{'support': 0, 'confidence': 0}","{'support': 0.06666666666666667, 'confidence': 0.7943583726882935}","{'support': 0, 'confidence': 0}"
PMC31344.xml,"{'support': 0, 'confidence': 0}","{'support': 0.125, 'confidence': 0.803459882736206}","{'support': 0.3333333333333333, 'confidence': 0.6875429749488831}"
PMC31347.xml,"{'support': 0.5, 'confidence': 0.5899022817611694}","{'support': 0.3793103448275862, 'confidence': 0.7803777564655651}","{'support': 0.25, 'confidence': 0.5327085256576538}"
PMC31348.xml,"{'support': 1.0, 'confidence': 0.549523115158081}","{'support': 0.2727272727272727, 'confidence': 0.5674912929534912}","{'support': 0.3333333333333333, 'confidence': 0.9040701985359192}"
PMC31349.xml,"{'support': 0, 'confidence': 0}","{'support': 0.15789473684210525, 'confidence': 0.585723082224528}","{'support': 0.14285714285714285, 'confidence': 0.5853366851806641}"
PMC31370.xml,"{'support': 0, 'confidence': 0}","{'support': 0.1875, 'confidence': 0.6725570261478424}","{'support': 0.3333333333333333, 'confidence': 0.6909223198890686}"
PMC31411.xml,"{'support': 0, 'confidence': 0}","{'support': 0.1724137931034483, 'confidence': 0.843884813785553}","{'support': 0.03571428571428571, 'confidence': 0.7226135730743408}"
PMC31431.xml,"{'support': 0, 'confidence': 0}","{'support': 0.23809523809523808, 'confidence': 0.8853333353996277}","{'support': 0, 'confidence': 0}"
PMC31433.xml,"{'support': 1.0, 'confidence': 0.5048387050628662}","{'support': 0.42857142857142855, 'confidence': 0.715386152267456}","{'support': 0.4444444444444444, 'confidence': 0.8096241801977158}"
PMC31479.xml,"{'support': 0.5, 'confidence': 0.7296446263790131}","{'support': 0.2857142857142857, 'confidence': 0.921377032995224}","{'support': 0.36666666666666664, 'confidence': 0.7256342280994762}"
PMC31481.xml,"{'support': 0, 'confidence': 0}","{'support': 0.16666666666666666, 'confidence': 0.9778799414634705}","{'support': 0.3333333333333333, 'confidence': 0.5865274667739868}"
PMC31482.xml,"{'support': 0.5, 'confidence': 0.898674488067627}","{'support': 0.05263157894736842, 'confidence': 0.8325228095054626}","{'support': 0.16666666666666666, 'confidence': 0.6810559034347534}"
PMC31580.xml,"{'support': 0.3333333333333333, 'confidence': 0.6846730709075928}","{'support': 0.3, 'confidence': 0.6700455745061239}","{'support': 0.25, 'confidence': 0.5449959635734558}"
PMC31918.xml,"{'support': 0, 'confidence': 0}","{'support': 0.3125, 'confidence': 0.7253435730934144}","{'support': 0.3333333333333333, 'confidence': 0.6052093505859375}"
PMC31925.xml,"{'support': 1.0, 'confidence': 0.9803803563117981}","{'support': 0.4482758620689655, 'confidence': 0.8142968462063715}","{'support': 0, 'confidence': 0}"
PMC32158.xml,"{'support': 0, 'confidence': 0}","{'support': 0.3333333333333333, 'confidence': 0.7065869768460592}","{'support': 0.4, 'confidence': 0.653524249792099}"
PMC32163.xml,"{'support': 0, 'confidence': 0}","{'support': 0.2, 'confidence': 0.7801048755645752}","{'support': 0, 'confidence': 0}"
PMC32169.xml,"{'support': 0, 'confidence': 0}","{'support': 0.2727272727272727, 'confidence': 0.8517714540163676}","{'support': 0, 'confidence': 0}"
PMC32170.xml,"{'support': 0, 'confidence': 0}","{'support': 0.375, 'confidence': 0.8819117248058319}","{'support': 0.25, 'confidence': 0.6079365015029907}"
PMC32172.xml,"{'support': 0, 'confidence': 0}","{'support': 0, 'confidence': 0}","{'support': 0, 'confidence': 0}"
PMC32173.xml,"{'support': 0.6666666666666666, 'confidence': 0.6375388205051422}","{'support': 0.3157894736842105, 'confidence': 0.8896613866090775}","{'support': 0, 'confidence': 0}"
PMC32174.xml,"{'support': 0.5, 'confidence': 0.9716282486915588}","{'support': 0.8181818181818182, 'confidence': 0.8041014273961385}","{'support': 0.3333333333333333, 'confidence': 0.8599473536014557}"
PMC32180.xml,"{'support': 0, 'confidence': 0}","{'support': 0.2727272727272727, 'confidence': 0.8192309538523356}","{'support': 0, 'confidence': 0}"
PMC32181.xml,"{'support': 0, 'confidence': 0}","{'support': 0.21428571428571427, 'confidence': 0.7306651075681051}","{'support': 0.16666666666666666, 'confidence': 0.8890473246574402}"
PMC32182.xml,"{'support': 1.0, 'confidence': 0.7117795348167419}","{'support': 0.0625, 'confidence': 0.6670095324516296}","{'support': 0.5, 'confidence': 0.8434736728668213}"
PMC32183.xml,"{'support': 1.0, 'confidence': 0.955159068107605}","{'support': 0.11764705882352941, 'confidence': 0.893018364906311}","{'support': 0.25, 'confidence': 0.6856539845466614}"
PMC32187.xml,"{'support': 0, 'confidence': 0}","{'support': 0.1875, 'confidence': 0.7397489746411642}","{'support': 0, 'confidence': 0}"
PMC32188.xml,"{'support': 0, 'confidence': 0}","{'support': 0.23076923076923078, 'confidence': 0.7472261786460876}","{'support': 0.3333333333333333, 'confidence': 0.7275270223617554}"
PMC32189.xml,"{'support': 0, 'confidence': 0}","{'support': 0.5454545454545454, 'confidence': 0.7456016341845194}","{'support': 0.3333333333333333, 'confidence': 0.8304353654384613}"
PMC32191.xml,"{'support': 1.0, 'confidence': 0.8705334067344666}","{'support': 0.4444444444444444, 'confidence': 0.8361266255378723}","{'support': 0.5, 'confidence': 0.9132962226867676}"
PMC32193.xml,"{'support': 1.0, 'confidence': 0.9823790490627289}","{'support': 0.43537414965986393, 'confidence': 0.8135581919923425}","{'support': 0.425, 'confidence': 0.8093032731729395}"
PMC32195.xml,"{'support': 0, 'confidence': 0}","{'support': 0.20588235294117646, 'confidence': 0.7581913386072431}","{'support': 0.14285714285714285, 'confidence': 0.5711342692375183}"
PMC32196.xml,"{'support': 0, 'confidence': 0}","{'support': 0.6, 'confidence': 0.8592054645220438}","{'support': 0, 'confidence': 0}"
PMC32197.xml,"{'support': 0, 'confidence': 0}","{'support': 0.18181818181818182, 'confidence': 0.7863070368766785}","{'support': 0, 'confidence': 0}"
PMC32199.xml,"{'support': 0, 'confidence': 0}","{'support': 0, 'confidence': 0}","{'support': 0, 'confidence': 0}"
PMC32204.xml,"{'support': 0, 'confidence': 0}","{'support': 0.52, 'confidence': 0.828617261006282}","{'support': 0.5, 'confidence': 0.9958080053329468}"
PMC32206.xml,"{'support': 0, 'confidence': 0}","{'support': 0.09090909090909091, 'confidence': 0.98509281873703}","{'support': 0, 'confidence': 0}"
PMC32208.xml,"{'support': 0, 'confidence': 0}","{'support': 0.18181818181818182, 'confidence': 0.5456738770008087}","{'support': 0, 'confidence': 0}"
PMC32247.xml,"{'support': 0, 'confidence': 0}","{'support': 0.125, 'confidence': 0.7258155345916748}","{'support': 0, 'confidence': 0}"
PMC32248.xml,"{'support': 0, 'confidence': 0}","{'support': 0.2, 'confidence': 0.7987266480922699}","{'support': 0.09090909090909091, 'confidence': 0.6518462300300598}"
PMC32250.xml,"{'support': 0, 'confidence': 0}","{'support': 0.5, 'confidence': 0.8212399333715439}","{'support': 0.5, 'confidence': 0.8503965139389038}"
PMC32296.xml,"{'support': 0.5, 'confidence': 0.7486485838890076}","{'support': 0.058823529411764705, 'confidence': 0.8969197869300842}","{'support': 0.26666666666666666, 'confidence': 0.6540516763925552}"
PMC32297.xml,"{'support': 0, 'confidence': 0}","{'support': 0.2631578947368421, 'confidence': 0.7495887279510498}","{'support': 0, 'confidence': 0}"
PMC32299.xml,"{'support': 0.5, 'confidence': 0.6336788535118103}","{'support': 0.26666666666666666, 'confidence': 0.8047098070383072}","{'support': 0.5, 'confidence': 0.818802535533905}"
PMC32302.xml,"{'support': 1.0, 'confidence': 0.9257034957408905}","{'support': 0.25, 'confidence': 0.8229834529069754}","{'support': 0.2, 'confidence': 0.7848294079303741}"
PMC32303.xml,"{'support': 0, 'confidence': 0}","{'support': 0.4, 'confidence': 0.8075967133045197}","{'support': 0, 'confidence': 0}"
PMC32304.xml,"{'support': 0, 'confidence': 0}","{'support': 0.4666666666666667, 'confidence': 0.8161870411464146}","{'support': 0.3333333333333333, 'confidence': 0.9916447997093201}"
PMC32311.xml,"{'support': 1.0, 'confidence': 0.6965575814247131}","{'support': 0.5, 'confidence': 0.7845750749111176}","{'support': 1.0, 'confidence': 0.8361685276031494}"
PMC32312.xml,"{'support': 0, 'confidence': 0}","{'support': 0.09090909090909091, 'confidence': 0.7874739766120911}","{'support': 0, 'confidence': 0}"
PMC32313.xml,"{'support': 0, 'confidence': 0}","{'support': 0.3157894736842105, 'confidence': 0.7403654356797537}","{'support': 0.75, 'confidence': 0.8744154969851176}"
PMC33341.xml,"{'support': 0.5, 'confidence': 0.7647037506103516}","{'support': 0.16666666666666666, 'confidence': 0.7291275382041931}","{'support': 0, 'confidence': 0}"
PMC33342.xml,"{'support': 1.0, 'confidence': 0.5033252239227295}","{'support': 0.18181818181818182, 'confidence': 0.9259819984436035}","{'support': 0.6666666666666666, 'confidence': 0.8290520310401917}"
PMC33343.xml,"{'support': 0, 'confidence': 0}","{'support': 0.2857142857142857, 'confidence': 0.9056670069694519}","{'support': 0, 'confidence': 0}"
PMC33344.xml,"{'support': 0.3333333333333333, 'confidence': 0.5678151249885559}","{'support': 0.5714285714285714, 'confidence': 0.8080669095118841}","{'support': 0.25, 'confidence': 0.8631590604782104}"
PMC33392.xml,"{'support': 0.6666666666666666, 'confidence': 0.6545294523239136}","{'support': 0.43478260869565216, 'confidence': 0.8047837316989899}","{'support': 0.21428571428571427, 'confidence': 0.8305675983428955}"
PMC33394.xml,"{'support': 1.0, 'confidence': 0.5189776420593262}","{'support': 0.23809523809523808, 'confidence': 0.6688426852226257}","{'support': 0, 'confidence': 0}"
PMC33396.xml,"{'support': 1.0, 'confidence': 0.9727437496185303}","{'support': 0.36, 'confidence': 0.744102226363288}","{'support': 0, 'confidence': 0}"
PMC33507.xml,"{'support': 0.6666666666666666, 'confidence': 0.7478838264942169}","{'support': 0.6666666666666666, 'confidence': 0.8401135802268982}","{'support': 0.3333333333333333, 'confidence': 0.7217712998390198}"
PMC33518.xml,"{'support': 0, 'confidence': 0}","{'support': 0.7, 'confidence': 0.8597526209694999}","{'support': 0.5, 'confidence': 0.9953187108039856}"
PMC33820.xml,"{'support': 0, 'confidence': 0}","{'support': 0.11764705882352941, 'confidence': 0.808152973651886}","{'support': 0.5, 'confidence': 0.7644987106323242}"
PMC34102.xml,"{'support': 0, 'confidence': 0}","{'support': 0.3888888888888889, 'confidence': 0.8615175315311977}","{'support': 0, 'confidence': 0}"
PMC34107.xml,"{'support': 0, 'confidence': 0}","{'support': 0.23529411764705882, 'confidence': 0.8149848878383636}","{'support': 0.16666666666666666, 'confidence': 0.7762336730957031}"
PMC34110.xml,"{'support': 1.0, 'confidence': 0.7119197845458984}","{'support': 0.45, 'confidence': 0.8874268134435018}","{'support': 1.0, 'confidence': 0.7731397747993469}"
PMC34111.xml,"{'support': 0, 'confidence': 0}","{'support': 0.42857142857142855, 'confidence': 0.6867459217707316}","{'support': 0, 'confidence': 0}"
PMC34113.xml,"{'support': 0.25, 'confidence': 0.7796604633331299}","{'support': 0.3333333333333333, 'confidence': 0.8273134827613831}","{'support': 0, 'confidence': 0}"
PMC34114.xml,"{'support': 0.5, 'confidence': 0.9503403902053833}","{'support': 0.5625, 'confidence': 0.9130536119143168}","{'support': 0.5, 'confidence': 0.853232353925705}"
PMC34116.xml,"{'support': 0.1111111111111111, 'confidence': 0.928462028503418}","{'support': 0.42857142857142855, 'confidence': 0.8736153046290079}","{'support': 0, 'confidence': 0}"
PMC34117.xml,"{'support': 0, 'confidence': 0}","{'support': 0.42857142857142855, 'confidence': 0.8967920674218072}","{'support': 0, 'confidence': 0}"
PMC34514.xml,"{'support': 1.0, 'confidence': 0.7307382524013519}","{'support': 0.35714285714285715, 'confidence': 0.8728371739387513}","{'support': 0.42857142857142855, 'confidence': 0.8357262214024862}"
PMC34520.xml,"{'support': 1.0, 'confidence': 0.8293570876121521}","{'support': 0.47619047619047616, 'confidence': 0.815065884590149}","{'support': 0.4, 'confidence': 0.7543024122714996}"
PMC34549.xml,"{'support': 0.5, 'confidence': 0.5239137411117554}","{'support': 0.5, 'confidence': 0.8786246180534363}","{'support': 0.3333333333333333, 'confidence': 0.9858507513999939}"
PMC34550.xml,"{'support': 0, 'confidence': 0}","{'support': 0.18181818181818182, 'confidence': 0.8136675357818604}","{'support': 0.2, 'confidence': 0.8914310932159424}"
PMC34551.xml,"{'support': 0, 'confidence': 0}","{'support': 0.5555555555555556, 'confidence': 0.9205091953277588}","{'support': 0, 'confidence': 0}"
PMC34552.xml,"{'support': 0, 'confidence': 0}","{'support': 0.5, 'confidence': 0.7617424513612475}","{'support': 0.25, 'confidence': 0.7474068999290466}"
PMC34605.xml,"{'support': 0.5, 'confidence': 0.5629297494888306}","{'support': 0.52, 'confidence': 0.821837095113901}","{'support': 0.25, 'confidence': 0.8568562666575114}"
PMC34606.xml,"{'support': 0, 'confidence': 0}","{'support': 0.5, 'confidence': 0.8598580598831177}","{'support': 0.6666666666666666, 'confidence': 0.9060488343238831}"
PMC35267.xml,"{'support': 1.0, 'confidence': 0.6322951018810272}","{'support': 0.14285714285714285, 'confidence': 0.7809991985559464}","{'support': 0.3, 'confidence': 0.7777158419291178}"
PMC35277.xml,"{'support': 0, 'confidence': 0}","{'support': 0.09090909090909091, 'confidence': 0.775410920381546}","{'support': 0.16666666666666666, 'confidence': 0.5382465720176697}"
PMC35278.xml,"{'support': 0, 'confidence': 0}","{'support': 0.20454545454545456, 'confidence': 0.7872977786593967}","{'support': 0.2222222222222222, 'confidence': 0.7318756878376007}"
PMC35279.xml,"{'support': 0, 'confidence': 0}","{'support': 0.06666666666666667, 'confidence': 0.8040148615837097}","{'support': 0.3076923076923077, 'confidence': 0.7873822748661041}"
PMC35280.xml,"{'support': 0, 'confidence': 0}","{'support': 0.5, 'confidence': 0.7727941945195198}","{'support': 0.18181818181818182, 'confidence': 0.9260638058185577}"
PMC35283.xml,"{'support': 0.3333333333333333, 'confidence': 0.7995595932006836}","{'support': 0.5135135135135135, 'confidence': 0.9029721680440401}","{'support': 0.3333333333333333, 'confidence': 0.5980306267738342}"
PMC35285.xml,"{'support': 0, 'confidence': 0}","{'support': 0.047619047619047616, 'confidence': 0.79035584628582}","{'support': 0.17647058823529413, 'confidence': 0.752364824215571}"
PMC35286.xml,"{'support': 0, 'confidence': 0}","{'support': 0.25, 'confidence': 0.8292145431041718}","{'support': 0.2857142857142857, 'confidence': 0.5702839642763138}"
PMC35352.xml,"{'support': 0, 'confidence': 0}","{'support': 0.10526315789473684, 'confidence': 0.7152714729309082}","{'support': 0.2, 'confidence': 0.7081142663955688}"
PMC35353.xml,"{'support': 0, 'confidence': 0}","{'support': 0.5, 'confidence': 0.8437058742229755}","{'support': 0, 'confidence': 0}"
PMC35354.xml,"{'support': 0.5, 'confidence': 0.5262242555618286}","{'support': 0.2, 'confidence': 0.9671148061752319}","{'support': 0.6666666666666666, 'confidence': 0.8059084713459015}"
PMC35360.xml,"{'support': 0, 'confidence': 0}","{'support': 0.18181818181818182, 'confidence': 0.7602882087230682}","{'support': 0, 'confidence': 0}"
PMC35361.xml,"{'support': 0.3333333333333333, 'confidence': 0.9220188856124878}","{'support': 0.4864864864864865, 'confidence': 0.7384866178035736}","{'support': 0.8, 'confidence': 0.8210834562778473}"
PMC37242.xml,"{'support': 0, 'confidence': 0}","{'support': 0.25, 'confidence': 0.9153042435646057}","{'support': 0, 'confidence': 0}"
PMC37243.xml,"{'support': 0.3333333333333333, 'confidence': 0.8856757879257202}","{'support': 0.1, 'confidence': 0.677644819021225}","{'support': 0, 'confidence': 0}"
PMC37310.xml,"{'support': 0, 'confidence': 0}","{'support': 0.6666666666666666, 'confidence': 0.8861991688609123}","{'support': 0.5, 'confidence': 0.7311012744903564}"
