plagiated_file,abstract_result,intro_result,conclusion_result
PMC28992_plagiated.xml,"{'support': 0.5, 'confidence': 0.7133336663246155}","{'support': 0.6, 'confidence': 0.9415192604064941}","{'support': 0.6666666666666666, 'confidence': 0.8976473808288574}"
PMC28994_plagiated.xml,"{'support': 1.0, 'confidence': 0.6671530902385712}","{'support': 0.8, 'confidence': 0.8871205598115921}","{'support': 0.5, 'confidence': 0.6670854091644287}"
PMC29004_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.8571428571428571, 'confidence': 0.9704229533672333}","{'support': 0.25, 'confidence': 0.9324119091033936}"
PMC29012_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.4444444444444444, 'confidence': 0.873088151216507}","{'support': 0.6666666666666666, 'confidence': 0.8892280459403992}"
PMC29014_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.9, 'confidence': 0.7850166095627679}","{'support': 0, 'confidence': 0}"
PMC29016_plagiated.xml,"{'support': 0.5, 'confidence': 0.7779178023338318}","{'support': 0.5454545454545454, 'confidence': 0.8224997023741404}","{'support': 0.5, 'confidence': 0.9954127669334412}"
PMC29017_plagiated.xml,"{'support': 0.5, 'confidence': 0.9862999320030212}","{'support': 0.8333333333333334, 'confidence': 0.8850014567375183}","{'support': 0, 'confidence': 0}"
PMC29028_plagiated.xml,"{'support': 0.5, 'confidence': 0.996362030506134}","{'support': 0.6666666666666666, 'confidence': 0.9341680804888407}","{'support': 0.6666666666666666, 'confidence': 0.9907949268817902}"
PMC29030_plagiated.xml,"{'support': 1.0, 'confidence': 0.9676653742790222}","{'support': 0.8181818181818182, 'confidence': 0.944730109638638}","{'support': 0, 'confidence': 0}"
PMC29031_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.5, 'confidence': 0.8731415718793869}","{'support': 1.0, 'confidence': 0.6911136905352274}"
PMC29044_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.5, 'confidence': 0.9826718966166178}","{'support': 0.375, 'confidence': 0.9313222765922546}"
PMC29046_plagiated.xml,"{'support': 1.0, 'confidence': 0.9506670236587524}","{'support': 0.3333333333333333, 'confidence': 0.87736576795578}","{'support': 0.6666666666666666, 'confidence': 0.7734411060810089}"
PMC29048_plagiated.xml,"{'support': 0.5, 'confidence': 0.824445903301239}","{'support': 0.75, 'confidence': 0.99274080991745}","{'support': 0.25, 'confidence': 0.7710227370262146}"
PMC29057_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 1.0, 'confidence': 0.9471773845808846}","{'support': 0, 'confidence': 0}"
PMC29058_plagiated.xml,"{'support': 0.5, 'confidence': 0.918982982635498}","{'support': 0.5, 'confidence': 0.8847686847050985}","{'support': 0.2, 'confidence': 0.7685914635658264}"
PMC29059_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.5833333333333334, 'confidence': 0.9637592264584133}","{'support': 0.5, 'confidence': 0.84188112616539}"
PMC29061_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.5714285714285714, 'confidence': 0.8804272711277008}","{'support': 0, 'confidence': 0}"
PMC29062_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.8333333333333334, 'confidence': 0.9153215169906617}","{'support': 0.3333333333333333, 'confidence': 0.5514072179794312}"
PMC29063_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.7777777777777778, 'confidence': 0.7903534003666469}","{'support': 0.5, 'confidence': 0.8698341846466064}"
PMC29065_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.75, 'confidence': 0.9337859054406484}","{'support': 0.6666666666666666, 'confidence': 0.7014856040477753}"
PMC29066_plagiated.xml,"{'support': 1.0, 'confidence': 0.981141984462738}","{'support': 0.8571428571428571, 'confidence': 0.9376702606678009}","{'support': 0.3333333333333333, 'confidence': 0.9668070673942566}"
PMC29067_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.5, 'confidence': 0.8098122328519821}","{'support': 0, 'confidence': 0}"
PMC29068_plagiated.xml,"{'support': 1.0, 'confidence': 0.9594610333442688}","{'support': 0.6666666666666666, 'confidence': 0.8705244809389114}","{'support': 1.0, 'confidence': 0.5672712922096252}"
PMC29073_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.5294117647058824, 'confidence': 0.9738448990715874}","{'support': 0, 'confidence': 0}"
PMC29077_plagiated.xml,"{'support': 0.25, 'confidence': 0.769381046295166}","{'support': 0.4166666666666667, 'confidence': 0.934752357006073}","{'support': 0, 'confidence': 0}"
PMC29079_plagiated.xml,"{'support': 1.0, 'confidence': 0.999549925327301}","{'support': 0.5, 'confidence': 0.8568124771118164}","{'support': 0, 'confidence': 0}"
PMC29080_plagiated.xml,"{'support': 0.5, 'confidence': 0.6069767475128174}","{'support': 0.46153846153846156, 'confidence': 0.8834650019804636}","{'support': 0.3333333333333333, 'confidence': 0.5808196663856506}"
PMC29081_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.6875, 'confidence': 0.9400102387775074}","{'support': 0.3333333333333333, 'confidence': 0.6483412981033325}"
PMC29083_plagiated.xml,"{'support': 1.0, 'confidence': 0.7561351656913757}","{'support': 0.5, 'confidence': 0.9415012796719869}","{'support': 0, 'confidence': 0}"
PMC29085_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.375, 'confidence': 0.607795516649882}","{'support': 0, 'confidence': 0}"
PMC29086_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.7, 'confidence': 0.9354117512702942}","{'support': 1.0, 'confidence': 0.504106879234314}"
PMC29087_plagiated.xml,"{'support': 0.5, 'confidence': 0.9204347729682922}","{'support': 0.4205607476635514, 'confidence': 0.8489807844161987}","{'support': 0.75, 'confidence': 0.8614485263824463}"
PMC29088_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.6666666666666666, 'confidence': 0.9315837323665619}","{'support': 0, 'confidence': 0}"
PMC29089_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.5454545454545454, 'confidence': 0.86966805656751}","{'support': 0, 'confidence': 0}"
PMC29092_plagiated.xml,"{'support': 0.3333333333333333, 'confidence': 0.5536405444145203}","{'support': 0.25, 'confidence': 0.8414532393217087}","{'support': 0, 'confidence': 0}"
PMC29094_plagiated.xml,"{'support': 0.5, 'confidence': 0.7334631681442261}","{'support': 0.5833333333333334, 'confidence': 0.8483754992485046}","{'support': 0, 'confidence': 0}"
PMC29096_plagiated.xml,"{'support': 1.0, 'confidence': 0.7870496511459351}","{'support': 0.8571428571428571, 'confidence': 0.9435054063796997}","{'support': 0, 'confidence': 0}"
PMC29097_plagiated.xml,"{'support': 1.0, 'confidence': 0.9434660077095032}","{'support': 0.6, 'confidence': 0.8531824747721354}","{'support': 0.25, 'confidence': 0.9486185312271118}"
PMC29098_plagiated.xml,"{'support': 1.0, 'confidence': 0.8130360245704651}","{'support': 0.7777777777777778, 'confidence': 0.9375246252332415}","{'support': 0.75, 'confidence': 0.7435296376546224}"
PMC29101_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.16666666666666666, 'confidence': 0.9056071043014526}","{'support': 0.25, 'confidence': 0.9345616102218628}"
PMC30704_plagiated.xml,"{'support': 0.6666666666666666, 'confidence': 0.7285556197166443}","{'support': 0.34210526315789475, 'confidence': 0.8551364357654865}","{'support': 0.6666666666666666, 'confidence': 0.9303495287895203}"
PMC30706_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.8, 'confidence': 0.8255753740668297}","{'support': 0.3333333333333333, 'confidence': 0.8571930527687073}"
PMC30707_plagiated.xml,"{'support': 0.5, 'confidence': 0.9001754522323608}","{'support': 0.4375, 'confidence': 0.8331538098199027}","{'support': 0.38461538461538464, 'confidence': 0.8679267525672912}"
PMC30708_plagiated.xml,"{'support': 1.0, 'confidence': 0.9930337369441986}","{'support': 0.36363636363636365, 'confidence': 0.9208161979913712}","{'support': 0.5, 'confidence': 0.870911180973053}"
PMC30711_plagiated.xml,"{'support': 1.0, 'confidence': 0.9995620846748352}","{'support': 0.75, 'confidence': 0.9099602500597636}","{'support': 0.3333333333333333, 'confidence': 0.9586601257324219}"
PMC30712_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.18181818181818182, 'confidence': 0.8557178676128387}","{'support': 0, 'confidence': 0}"
PMC30714_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.3333333333333333, 'confidence': 0.6259697675704956}","{'support': 0.3333333333333333, 'confidence': 0.5453217625617981}"
PMC30715_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 1.0, 'confidence': 0.8090348243713379}","{'support': 0.5, 'confidence': 0.9675548672676086}"
PMC31330_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.5, 'confidence': 0.835490753253301}","{'support': 0, 'confidence': 0}"
PMC31332_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.75, 'confidence': 0.9103736380736033}","{'support': 0, 'confidence': 0}"
PMC31333_plagiated.xml,"{'support': 1.0, 'confidence': 0.7756169438362122}","{'support': 0.5333333333333333, 'confidence': 0.8366196975111961}","{'support': 0.5, 'confidence': 0.6131280064582825}"
PMC31334_plagiated.xml,"{'support': 0.3333333333333333, 'confidence': 0.6355574131011963}","{'support': 0.5, 'confidence': 0.9526547908782959}","{'support': 0, 'confidence': 0}"
PMC31335_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.75, 'confidence': 0.9365188678105673}","{'support': 0, 'confidence': 0}"
PMC31336_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.5416666666666666, 'confidence': 0.7947639089364272}","{'support': 0, 'confidence': 0}"
PMC31337_plagiated.xml,"{'support': 1.0, 'confidence': 0.6966376900672913}","{'support': 0.45, 'confidence': 0.8030857841173807}","{'support': 0.3333333333333333, 'confidence': 0.8233301639556885}"
PMC31338_plagiated.xml,"{'support': 1.0, 'confidence': 0.7210090458393097}","{'support': 0.7, 'confidence': 0.8618998442377362}","{'support': 1.0, 'confidence': 0.5700335502624512}"
PMC31339_plagiated.xml,"{'support': 0.5, 'confidence': 0.9928514957427979}","{'support': 0.5555555555555556, 'confidence': 0.9182844758033752}","{'support': 0, 'confidence': 0}"
PMC31341_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.4666666666666667, 'confidence': 0.9017700127192906}","{'support': 0, 'confidence': 0}"
PMC31342_plagiated.xml,"{'support': 1.0, 'confidence': 0.5049222707748413}","{'support': 0.8, 'confidence': 0.9116028547286987}","{'support': 0.6666666666666666, 'confidence': 0.7507131397724152}"
PMC31344_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.4117647058823529, 'confidence': 0.8816522700445992}","{'support': 0, 'confidence': 0}"
PMC31347_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.3888888888888889, 'confidence': 0.9639622483934674}","{'support': 0, 'confidence': 0}"
PMC31348_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.5, 'confidence': 0.9262574464082718}","{'support': 0.5, 'confidence': 0.5225866436958313}"
PMC31349_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.6, 'confidence': 0.8309494058291117}","{'support': 0, 'confidence': 0}"
PMC31370_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.46153846153846156, 'confidence': 0.8828020493189493}","{'support': 0, 'confidence': 0}"
PMC31411_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.14285714285714285, 'confidence': 0.7411176562309265}","{'support': 0.2222222222222222, 'confidence': 0.6630600988864899}"
PMC31431_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.6666666666666666, 'confidence': 0.8704576045274734}","{'support': 0, 'confidence': 0}"
PMC31433_plagiated.xml,"{'support': 1.0, 'confidence': 0.9005454778671265}","{'support': 0.34782608695652173, 'confidence': 0.6997673958539963}","{'support': 0, 'confidence': 0}"
PMC31479_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.5238095238095238, 'confidence': 0.9308967265215787}","{'support': 0.36363636363636365, 'confidence': 0.727879136800766}"
PMC31481_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.2857142857142857, 'confidence': 0.8171870410442352}","{'support': 0, 'confidence': 0}"
PMC31482_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.23076923076923078, 'confidence': 0.7072051962216696}","{'support': 0.14285714285714285, 'confidence': 0.5218237042427063}"
PMC31580_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.6, 'confidence': 0.9534791012605032}","{'support': 0, 'confidence': 0}"
PMC31918_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.4166666666666667, 'confidence': 0.8678111910820008}","{'support': 0.5, 'confidence': 0.7871065735816956}"
PMC31925_plagiated.xml,"{'support': 1.0, 'confidence': 0.8798518776893616}","{'support': 0.6428571428571429, 'confidence': 0.8564493060112}","{'support': 0, 'confidence': 0}"
PMC32158_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.6666666666666666, 'confidence': 0.8735045194625854}","{'support': 0, 'confidence': 0}"
PMC32163_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 1.0, 'confidence': 0.9565465897321701}","{'support': 0, 'confidence': 0}"
PMC32169_plagiated.xml,"{'support': 1.0, 'confidence': 0.9563493728637695}","{'support': 1.0, 'confidence': 0.949456254641215}","{'support': 0.5, 'confidence': 0.8255742788314819}"
PMC32170_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.7, 'confidence': 0.9945030978747776}","{'support': 0, 'confidence': 0}"
PMC32172_plagiated.xml,"{'support': 1.0, 'confidence': 0.9474580883979797}","{'support': 0.5833333333333334, 'confidence': 0.7701594914708819}","{'support': 0, 'confidence': 0}"
PMC32173_plagiated.xml,"{'support': 1.0, 'confidence': 0.9305260181427002}","{'support': 0.5833333333333334, 'confidence': 0.8836308973176139}","{'support': 0, 'confidence': 0}"
PMC32174_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.7777777777777778, 'confidence': 0.9848185522215707}","{'support': 0.6666666666666666, 'confidence': 0.8925758004188538}"
PMC32180_plagiated.xml,"{'support': 1.0, 'confidence': 0.9417346715927124}","{'support': 1.0, 'confidence': 0.8472182869911193}","{'support': 1.0, 'confidence': 0.9461009502410889}"
PMC32181_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.75, 'confidence': 0.9148322343826294}","{'support': 0, 'confidence': 0}"
PMC32182_plagiated.xml,"{'support': 1.0, 'confidence': 0.5220089554786682}","{'support': 0.5, 'confidence': 0.8903203209241232}","{'support': 0, 'confidence': 0}"
PMC32183_plagiated.xml,"{'support': 1.0, 'confidence': 0.7319686412811279}","{'support': 0.42857142857142855, 'confidence': 0.8734208842118582}","{'support': 0.6666666666666666, 'confidence': 0.880454033613205}"
PMC32187_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.5833333333333334, 'confidence': 0.8579451867512294}","{'support': 0, 'confidence': 0}"
PMC32188_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.5, 'confidence': 0.92552090883255}","{'support': 0, 'confidence': 0}"
PMC32189_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.7142857142857143, 'confidence': 0.9414497137069702}","{'support': 0.5, 'confidence': 0.9968632459640503}"
PMC32191_plagiated.xml,"{'support': 1.0, 'confidence': 0.9631530046463013}","{'support': 0.6, 'confidence': 0.8958197434743246}","{'support': 0.8, 'confidence': 0.7741287499666214}"
PMC32193_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.5362318840579711, 'confidence': 0.8720643069293048}","{'support': 0.5757575757575758, 'confidence': 0.8565112007291693}"
PMC32195_plagiated.xml,"{'support': 1.0, 'confidence': 0.9996336698532104}","{'support': 0.6521739130434783, 'confidence': 0.8932820320129394}","{'support': 1.0, 'confidence': 0.8331689238548279}"
PMC32196_plagiated.xml,"{'support': 0.3333333333333333, 'confidence': 0.9475448727607727}","{'support': 0.9166666666666666, 'confidence': 0.8953844092108987}","{'support': 0, 'confidence': 0}"
PMC32197_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.4, 'confidence': 0.8325273990631104}","{'support': 0, 'confidence': 0}"
PMC32199_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.7, 'confidence': 0.8896887898445129}","{'support': 0.14285714285714285, 'confidence': 0.9679892063140869}"
PMC32204_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.45454545454545453, 'confidence': 0.7383097052574158}","{'support': 0, 'confidence': 0}"
PMC32206_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.8888888888888888, 'confidence': 0.9637495949864388}","{'support': 0, 'confidence': 0}"
PMC32208_plagiated.xml,"{'support': 1.0, 'confidence': 0.9581252336502075}","{'support': 0.625, 'confidence': 0.7589263439178466}","{'support': 0.5, 'confidence': 0.525030255317688}"
PMC32247_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.6, 'confidence': 0.8008126086658902}","{'support': 0, 'confidence': 0}"
PMC32248_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.6666666666666666, 'confidence': 0.8587495684623718}","{'support': 0.25, 'confidence': 0.691081702709198}"
PMC32250_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.6, 'confidence': 0.9786188999811808}","{'support': 1.0, 'confidence': 0.8016489148139954}"
PMC32296_plagiated.xml,"{'support': 0.5, 'confidence': 0.6468415260314941}","{'support': 0.42857142857142855, 'confidence': 0.8104247450828552}","{'support': 0, 'confidence': 0}"
PMC32297_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.6153846153846154, 'confidence': 0.9218893572688103}","{'support': 0, 'confidence': 0}"
PMC32299_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.6153846153846154, 'confidence': 0.8836369290947914}","{'support': 0, 'confidence': 0}"
PMC32302_plagiated.xml,"{'support': 0.5, 'confidence': 0.7301622629165649}","{'support': 0.5555555555555556, 'confidence': 0.9242596507072449}","{'support': 0.25, 'confidence': 0.7362576425075531}"
PMC32303_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.7777777777777778, 'confidence': 0.9163651721818107}","{'support': 0.6666666666666666, 'confidence': 0.9266502857208252}"
PMC32304_plagiated.xml,"{'support': 0.5, 'confidence': 0.9995280504226685}","{'support': 0.5555555555555556, 'confidence': 0.7477836966514587}","{'support': 0, 'confidence': 0}"
PMC32311_plagiated.xml,"{'support': 1.0, 'confidence': 0.8613744378089905}","{'support': 0.5, 'confidence': 0.9727773666381836}","{'support': 0, 'confidence': 0}"
PMC32312_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.5, 'confidence': 0.8359170854091644}","{'support': 0, 'confidence': 0}"
PMC32313_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.6, 'confidence': 0.803140809138616}","{'support': 0.5, 'confidence': 0.7352998852729797}"
PMC33341_plagiated.xml,"{'support': 1.0, 'confidence': 0.517983615398407}","{'support': 0.35294117647058826, 'confidence': 0.7823136448860168}","{'support': 0, 'confidence': 0}"
PMC33342_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.7333333333333333, 'confidence': 0.9142950123006647}","{'support': 0.3333333333333333, 'confidence': 0.9961404204368591}"
PMC33343_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.6666666666666666, 'confidence': 0.8565665582815806}","{'support': 0, 'confidence': 0}"
PMC33344_plagiated.xml,"{'support': 1.0, 'confidence': 0.8902999758720398}","{'support': 0.6666666666666666, 'confidence': 0.8343612849712372}","{'support': 0, 'confidence': 0}"
PMC33392_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.6428571428571429, 'confidence': 0.9375056955549452}","{'support': 0, 'confidence': 0}"
PMC33394_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.5789473684210527, 'confidence': 0.8849813071164218}","{'support': 0, 'confidence': 0}"
PMC33396_plagiated.xml,"{'support': 1.0, 'confidence': 0.9962410032749176}","{'support': 0.5, 'confidence': 0.9006291687488556}","{'support': 0.5, 'confidence': 0.9140733877817789}"
PMC33507_plagiated.xml,"{'support': 0.3333333333333333, 'confidence': 0.9927098751068115}","{'support': 0.4, 'confidence': 0.8877297341823578}","{'support': 0, 'confidence': 0}"
PMC33518_plagiated.xml,"{'support': 1.0, 'confidence': 0.8630716800689697}","{'support': 0.8571428571428571, 'confidence': 0.9162894239028295}","{'support': 0.5, 'confidence': 0.95377117395401}"
PMC33820_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.5, 'confidence': 0.7872878313064575}","{'support': 0, 'confidence': 0}"
PMC34102_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.6153846153846154, 'confidence': 0.9606313928961754}","{'support': 1.0, 'confidence': 0.5660311877727509}"
PMC34107_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.8333333333333334, 'confidence': 0.8190397560596466}","{'support': 0.5, 'confidence': 0.8564009070396423}"
PMC34110_plagiated.xml,"{'support': 1.0, 'confidence': 0.9542981386184692}","{'support': 0.42857142857142855, 'confidence': 0.9669789969921112}","{'support': 0, 'confidence': 0}"
PMC34111_plagiated.xml,"{'support': 0.5, 'confidence': 0.8269675970077515}","{'support': 0.8888888888888888, 'confidence': 0.9420956373214722}","{'support': 0, 'confidence': 0}"
PMC34113_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.6428571428571429, 'confidence': 0.8368863860766093}","{'support': 0.5, 'confidence': 0.9600748419761658}"
PMC34114_plagiated.xml,"{'support': 0.5, 'confidence': 0.9753456115722656}","{'support': 0.6, 'confidence': 0.9197268585364023}","{'support': 0.3333333333333333, 'confidence': 0.7794055342674255}"
PMC34116_plagiated.xml,"{'support': 1.0, 'confidence': 0.8708418905735016}","{'support': 0.8333333333333334, 'confidence': 0.9718284487724305}","{'support': 0, 'confidence': 0}"
PMC34117_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.5454545454545454, 'confidence': 0.9060333371162415}","{'support': 0.3333333333333333, 'confidence': 0.685635507106781}"
PMC34514_plagiated.xml,"{'support': 0.5, 'confidence': 0.8853851556777954}","{'support': 0.7692307692307693, 'confidence': 0.9350106358528137}","{'support': 1.0, 'confidence': 0.7524874210357666}"
PMC34520_plagiated.xml,"{'support': 1.0, 'confidence': 0.6893098950386047}","{'support': 0.5384615384615384, 'confidence': 0.8668411884989057}","{'support': 0.5, 'confidence': 0.8503047823905945}"
PMC34549_plagiated.xml,"{'support': 0.5, 'confidence': 0.9455897808074951}","{'support': 0.6363636363636364, 'confidence': 0.8660527893475124}","{'support': 0, 'confidence': 0}"
PMC34550_plagiated.xml,"{'support': 1.0, 'confidence': 0.9331969022750854}","{'support': 0.75, 'confidence': 0.8942026595274607}","{'support': 0, 'confidence': 0}"
PMC34551_plagiated.xml,"{'support': 0.5, 'confidence': 0.9953076243400574}","{'support': 0.8571428571428571, 'confidence': 0.8738064567248026}","{'support': 1.0, 'confidence': 0.9177740514278412}"
PMC34552_plagiated.xml,"{'support': 0.5, 'confidence': 0.9292718172073364}","{'support': 0.5416666666666666, 'confidence': 0.895376402598161}","{'support': 0.3333333333333333, 'confidence': 0.90248042345047}"
PMC34605_plagiated.xml,"{'support': 1.0, 'confidence': 0.7339334487915039}","{'support': 0.25, 'confidence': 0.8437777360280355}","{'support': 0.6, 'confidence': 0.9364897410074869}"
PMC34606_plagiated.xml,"{'support': 1.0, 'confidence': 0.9850021004676819}","{'support': 0.7142857142857143, 'confidence': 0.8450433373451233}","{'support': 0.5, 'confidence': 0.693819522857666}"
PMC35267_plagiated.xml,"{'support': 1.0, 'confidence': 0.7942726314067841}","{'support': 0.3, 'confidence': 0.8414725661277771}","{'support': 0.5, 'confidence': 0.9020047783851624}"
PMC35277_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.4, 'confidence': 0.9584475656350454}","{'support': 0, 'confidence': 0}"
PMC35278_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.6, 'confidence': 0.9368035925759209}","{'support': 0, 'confidence': 0}"
PMC35279_plagiated.xml,"{'support': 0.5, 'confidence': 0.796289324760437}","{'support': 0.4444444444444444, 'confidence': 0.8579178154468536}","{'support': 0.5714285714285714, 'confidence': 0.7256723791360855}"
PMC35280_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.6666666666666666, 'confidence': 0.8220929503440857}","{'support': 0.3333333333333333, 'confidence': 0.7621799409389496}"
PMC35283_plagiated.xml,"{'support': 1.0, 'confidence': 0.7412405610084534}","{'support': 0.6875, 'confidence': 0.8614435900341381}","{'support': 0.5, 'confidence': 0.9853872060775757}"
PMC35285_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.3333333333333333, 'confidence': 0.8982796669006348}","{'support': 0.4, 'confidence': 0.7954280227422714}"
